Sport,Game_Type,Entry_Key,Entry,Contest_Key,Contest_Date_EST,Place,Points,Winnings_Non_Ticket,Winnings_Ticket,Contest_Entries,Entry_Fee,Prize_Pool,Places_Paid
MLB,Showdown Captain Mode,2763711317,MLB Showdown $100 Dime Time [Just $0.10!] (MIN vs CWS) (10/10),110766490,7/19/21 17:10,289,52.23,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2762506050,MLB $150K Sunday Night Showdown [$50K to 1st] (BOS vs NYY),110717881,7/18/21 19:08,9489,27,$0.00 ,$0.00 ,11764,$15.00 ,"$150,000.00 ",2426
MLB,Tiers,2762529337,MLB Tiers $400 Quarter Jukebox [Just $0.25!] (Afternoon),110714873,7/18/21 16:07,101,72,$0.75 ,$0.00 ,1902,$0.25 ,$400.00 ,442
MLB,Classic,2762547055,MLB $1K Quarter Jukebox [Just $0.25!]  (Afternoon),110714902,7/18/21 16:07,1507,118.05,$0.00 ,$0.00 ,4756,$0.25 ,"$1,000.00 ",1104
MLB,Showdown Captain Mode,2762525578,MLB Showdown $300 Quarter Jukebox [Just $0.25!] (CLE vs OAK),110714888,7/18/21 16:07,386,81,$0.00 ,$0.00 ,1426,$0.25 ,$300.00 ,329
MLB,Showdown Captain Mode,2762532654,MLB Showdown $250 Quarter Jukebox [Just $0.25!] (LAD vs COL),110714872,7/18/21 15:10,705,46,$0.00 ,$0.00 ,1189,$0.25 ,$250.00 ,273
MLB,Classic,2762525483,MLB $7.5K mini-MAX [150 Entry Max] (1/4),110714539,7/18/21 13:05,6819,103.55,$0.00 ,$0.00 ,17835,$0.50 ,"$7,500.00 ",4100
MLB,Classic,2762525485,MLB $7.5K mini-MAX [150 Entry Max] (3/4),110714539,7/18/21 13:05,10130,89.9,$0.00 ,$0.00 ,17835,$0.50 ,"$7,500.00 ",4100
MLB,Classic,2762525486,MLB $7.5K mini-MAX [150 Entry Max] (4/4),110714539,7/18/21 13:05,17073,44.3,$0.00 ,$0.00 ,17835,$0.50 ,"$7,500.00 ",4100
MLB,Classic,2762525484,MLB $7.5K mini-MAX [150 Entry Max] (2/4),110714539,7/18/21 13:05,17173,42.65,$0.00 ,$0.00 ,17835,$0.50 ,"$7,500.00 ",4100
MLB,Classic,2763022191,MLB $2.5K mini-MAX [150 Entry Max],110738351,7/18/21 13:05,2263,97.3,$0.00 ,$0.00 ,5460,$0.50 ,"$2,500.00 ",1190
MLB,Tiers,2762513938,MLB Tiers $750 Quarter Jukebox [Just $0.25!] (5/5),110714833,7/18/21 13:05,675,49,$0.50 ,$0.00 ,3567,$0.25 ,$750.00 ,812
MLB,Tiers,2762513934,MLB Tiers $750 Quarter Jukebox [Just $0.25!] (1/5),110714833,7/18/21 13:05,1582,34,$0.00 ,$0.00 ,3567,$0.25 ,$750.00 ,812
MLB,Tiers,2762513937,MLB Tiers $750 Quarter Jukebox [Just $0.25!] (4/5),110714833,7/18/21 13:05,1710,33,$0.00 ,$0.00 ,3567,$0.25 ,$750.00 ,812
MLB,Tiers,2762513936,MLB Tiers $750 Quarter Jukebox [Just $0.25!] (3/5),110714833,7/18/21 13:05,2649,24,$0.00 ,$0.00 ,3567,$0.25 ,$750.00 ,812
MLB,Tiers,2762513935,MLB Tiers $750 Quarter Jukebox [Just $0.25!] (2/5),110714833,7/18/21 13:05,3493,0,$0.00 ,$0.00 ,3567,$0.25 ,$750.00 ,812
MLB,Showdown Captain Mode,2762539525,MLB Showdown $300 Quarter Jukebox [Just $0.25!] (HOU vs CWS),110714863,7/18/21 14:10,899,47.15,$0.00 ,$0.00 ,1426,$0.25 ,$300.00 ,329
MLB,Showdown Captain Mode,2762547088,MLB Showdown $100 Dime Time [Just $0.10!] (SD vs WAS) (1/10),110716230,7/18/21 13:05,107,90.33,$0.30 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2762547089,MLB Showdown $100 Dime Time [Just $0.10!] (SD vs WAS) (2/10),110716230,7/18/21 13:05,107,90.33,$0.30 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2762547090,MLB Showdown $100 Dime Time [Just $0.10!] (SD vs WAS) (3/10),110716230,7/18/21 13:05,107,90.33,$0.30 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2762547091,MLB Showdown $100 Dime Time [Just $0.10!] (SD vs WAS) (4/10),110716230,7/18/21 13:05,107,90.33,$0.30 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2762547092,MLB Showdown $100 Dime Time [Just $0.10!] (SD vs WAS) (5/10),110716230,7/18/21 13:05,107,90.33,$0.30 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2762547093,MLB Showdown $100 Dime Time [Just $0.10!] (SD vs WAS) (6/10),110716230,7/18/21 13:05,107,90.33,$0.30 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2762547094,MLB Showdown $100 Dime Time [Just $0.10!] (SD vs WAS) (7/10),110716230,7/18/21 13:05,107,90.33,$0.30 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2762547095,MLB Showdown $100 Dime Time [Just $0.10!] (SD vs WAS) (8/10),110716230,7/18/21 13:05,107,90.33,$0.30 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2762547096,MLB Showdown $100 Dime Time [Just $0.10!] (SD vs WAS) (9/10),110716230,7/18/21 13:05,107,90.33,$0.30 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2762547097,MLB Showdown $100 Dime Time [Just $0.10!] (SD vs WAS) (10/10),110716230,7/18/21 13:05,107,90.33,$0.30 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2761203853,MLB Showdown $500 Quarter Jukebox [Just $0.25!] (SEA vs LAA),110678209,7/17/21 21:07,683,82.35,$0.00 ,$0.00 ,2378,$0.25 ,$500.00 ,536
MLB,Tiers,2761217537,MLB Tiers $500 Quarter Jukebox [Just $0.25!] (4/4),110678193,7/17/21 19:05,206,101,$0.72 ,$0.00 ,2378,$0.25 ,$500.00 ,536
MLB,Tiers,2761217536,MLB Tiers $500 Quarter Jukebox [Just $0.25!] (3/4),110678193,7/17/21 19:05,464,91,$0.50 ,$0.00 ,2378,$0.25 ,$500.00 ,536
MLB,Tiers,2761217534,MLB Tiers $500 Quarter Jukebox [Just $0.25!] (1/4),110678193,7/17/21 19:05,820,83,$0.00 ,$0.00 ,2378,$0.25 ,$500.00 ,536
MLB,Tiers,2761217535,MLB Tiers $500 Quarter Jukebox [Just $0.25!] (2/4),110678193,7/17/21 19:05,2071,44,$0.00 ,$0.00 ,2378,$0.25 ,$500.00 ,536
MLB,Classic,2761210430,MLB $4K mini-MAX [150 Entry Max] (3/3),110678300,7/17/21 19:05,1329,155.35,$1.00 ,$0.00 ,9512,$0.50 ,"$4,000.00 ",2172
MLB,Classic,2761210428,MLB $4K mini-MAX [150 Entry Max] (1/3),110678300,7/17/21 19:05,7966,84.9,$0.00 ,$0.00 ,9512,$0.50 ,"$4,000.00 ",2172
MLB,Classic,2761210429,MLB $4K mini-MAX [150 Entry Max] (2/3),110678300,7/17/21 19:05,8585,73.85,$0.00 ,$0.00 ,9512,$0.50 ,"$4,000.00 ",2172
NBA,Showdown Captain Mode,2760245958,NBA Showdown $80K And-One [20 Entry Max] (MIL vs PHO),110625004,7/17/21 21:00,52890,217.75,$0.00 ,$0.00 ,95124,$1.00 ,"$80,000.00 ",23225
MLB,Showdown Captain Mode,2761203849,MLB Showdown $400 Quarter Jukebox [Just $0.25!] (LAD vs COL),110678267,7/17/21 20:10,1482,50,$0.00 ,$0.00 ,1902,$0.25 ,$400.00 ,442
MLB,Showdown Captain Mode,2761203843,MLB Showdown $500 Quarter Jukebox [Just $0.25!] (BOS vs NYY),110678201,7/17/21 19:15,1678,48.25,$0.00 ,$0.00 ,2378,$0.25 ,$500.00 ,536
MLB,Showdown Captain Mode,2761217692,MLB Showdown $400 Quarter Jukebox [Just $0.25!] (MIA vs PHI),110678251,7/17/21 18:05,1276,39,$0.00 ,$0.00 ,1902,$0.25 ,$400.00 ,442
MLB,Classic,2761203647,MLB $1.5K Quarter Jukebox [Just $0.25!] (Early),110678273,7/17/21 16:07,6094,65.2,$0.00 ,$0.00 ,7134,$0.25 ,"$1,500.00 ",1706
MLB,Tiers,2761217528,MLB Tiers $400 Quarter Jukebox [Just $0.25!] (Early),110678219,7/17/21 16:07,918,28,$0.00 ,$0.00 ,1902,$0.25 ,$400.00 ,442
MLB,Showdown Captain Mode,2761203688,MLB Showdown $400 Quarter Jukebox [Just $0.25!] (CLE vs OAK),110678235,7/17/21 16:07,1674,32.5,$0.00 ,$0.00 ,1902,$0.25 ,$400.00 ,442
MLB,Showdown Captain Mode,2761195773,MLB Showdown $500 Quarter Jukebox [Just $0.25!] (MIN vs DET),110678332,7/17/21 13:10,36,37.05,$1.50 ,$0.00 ,2378,$0.25 ,$500.00 ,536
MLB,Classic,2760237640,New Era 'Fit For Glory' Contest Series,110388733,7/16/21 19:05,6419,111.25,$0.00 ,$0.00 ,14385,$0.00 ,"$5,000.00 ",1890
MLB,Classic,2760228430,MLB $10K mini-MAX [150 Entry Max] (2/6),110646930,7/16/21 19:05,8865,125.55,$0.00 ,$0.00 ,23781,$0.50 ,"$10,000.00 ",5467
MLB,Classic,2760228429,MLB $10K mini-MAX [150 Entry Max] (1/6),110646930,7/16/21 19:05,11835,116.55,$0.00 ,$0.00 ,23781,$0.50 ,"$10,000.00 ",5467
MLB,Classic,2760228431,MLB $10K mini-MAX [150 Entry Max] (3/6),110646930,7/16/21 19:05,13602,111.25,$0.00 ,$0.00 ,23781,$0.50 ,"$10,000.00 ",5467
MLB,Classic,2760228432,MLB $10K mini-MAX [150 Entry Max] (4/6),110646930,7/16/21 19:05,18700,94.55,$0.00 ,$0.00 ,23781,$0.50 ,"$10,000.00 ",5467
MLB,Classic,2760700048,MLB $10K mini-MAX [150 Entry Max] (6/6),110646930,7/16/21 19:05,20164,88.65,$0.00 ,$0.00 ,23781,$0.50 ,"$10,000.00 ",5467
MLB,Classic,2760700047,MLB $10K mini-MAX [150 Entry Max] (5/6),110646930,7/16/21 19:05,23507,43.6,$0.00 ,$0.00 ,23781,$0.50 ,"$10,000.00 ",5467
MLB,Tiers,2760246000,MLB Tiers $300 Quarter Jukebox [Just $0.25!] (Night),110646796,7/16/21 21:38,898,41,$0.00 ,$0.00 ,1426,$0.25 ,$300.00 ,329
MLB,Showdown Captain Mode,2760246066,MLB Showdown $100 Dime Time [Just $0.10!] (CLE vs OAK) (1/10),110649646,7/16/21 21:40,889,40.8,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2760246067,MLB Showdown $100 Dime Time [Just $0.10!] (CLE vs OAK) (2/10),110649646,7/16/21 21:40,889,40.8,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2760246068,MLB Showdown $100 Dime Time [Just $0.10!] (CLE vs OAK) (3/10),110649646,7/16/21 21:40,889,40.8,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2760246069,MLB Showdown $100 Dime Time [Just $0.10!] (CLE vs OAK) (4/10),110649646,7/16/21 21:40,889,40.8,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2760246070,MLB Showdown $100 Dime Time [Just $0.10!] (CLE vs OAK) (5/10),110649646,7/16/21 21:40,889,40.8,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2760246071,MLB Showdown $100 Dime Time [Just $0.10!] (CLE vs OAK) (6/10),110649646,7/16/21 21:40,889,40.8,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2760246072,MLB Showdown $100 Dime Time [Just $0.10!] (CLE vs OAK) (7/10),110649646,7/16/21 21:40,889,40.8,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2760246073,MLB Showdown $100 Dime Time [Just $0.10!] (CLE vs OAK) (8/10),110649646,7/16/21 21:40,889,40.8,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2760246074,MLB Showdown $100 Dime Time [Just $0.10!] (CLE vs OAK) (9/10),110649646,7/16/21 21:40,889,40.8,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2760246075,MLB Showdown $100 Dime Time [Just $0.10!] (CLE vs OAK) (10/10),110649646,7/16/21 21:40,889,40.8,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Tiers,2760245993,MLB Tiers $1K Quarter Jukebox [Just $0.25!]  (3/4),110647654,7/16/21 19:05,101,119,$1.00 ,$0.00 ,4756,$0.25 ,"$1,000.00 ",1104
MLB,Tiers,2760245994,MLB Tiers $1K Quarter Jukebox [Just $0.25!]  (4/4),110647654,7/16/21 19:05,989,97,$0.50 ,$0.00 ,4756,$0.25 ,"$1,000.00 ",1104
MLB,Tiers,2760245991,MLB Tiers $1K Quarter Jukebox [Just $0.25!]  (1/4),110647654,7/16/21 19:05,1775,86,$0.00 ,$0.00 ,4756,$0.25 ,"$1,000.00 ",1104
MLB,Tiers,2760245992,MLB Tiers $1K Quarter Jukebox [Just $0.25!]  (2/4),110647654,7/16/21 19:05,4238,55,$0.00 ,$0.00 ,4756,$0.25 ,"$1,000.00 ",1104
MLB,Showdown Captain Mode,2760228393,MLB Showdown $100 Dime Time [Just $0.10!] (LAD vs COL) (1/10),110649619,7/16/21 20:40,460,64.13,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2760228394,MLB Showdown $100 Dime Time [Just $0.10!] (LAD vs COL) (2/10),110649619,7/16/21 20:40,460,64.13,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2760228395,MLB Showdown $100 Dime Time [Just $0.10!] (LAD vs COL) (3/10),110649619,7/16/21 20:40,460,64.13,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2760228396,MLB Showdown $100 Dime Time [Just $0.10!] (LAD vs COL) (4/10),110649619,7/16/21 20:40,460,64.13,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2760228397,MLB Showdown $100 Dime Time [Just $0.10!] (LAD vs COL) (5/10),110649619,7/16/21 20:40,460,64.13,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2760228398,MLB Showdown $100 Dime Time [Just $0.10!] (LAD vs COL) (6/10),110649619,7/16/21 20:40,460,64.13,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2760228399,MLB Showdown $100 Dime Time [Just $0.10!] (LAD vs COL) (7/10),110649619,7/16/21 20:40,460,64.13,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2760228400,MLB Showdown $100 Dime Time [Just $0.10!] (LAD vs COL) (8/10),110649619,7/16/21 20:40,460,64.13,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2760228401,MLB Showdown $100 Dime Time [Just $0.10!] (LAD vs COL) (9/10),110649619,7/16/21 20:40,460,64.13,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2760228402,MLB Showdown $100 Dime Time [Just $0.10!] (LAD vs COL) (10/10),110649619,7/16/21 20:40,460,64.13,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2760228378,MLB Showdown $300 Quarter Jukebox [Just $0.25!] (BOS vs NYY),110646803,7/16/21 19:05,841,43,$0.00 ,$0.00 ,1426,$0.25 ,$300.00 ,329
MLB,Showdown Captain Mode,2760228374,MLB Showdown $300 Quarter Jukebox [Just $0.25!] (MIA vs PHI),110646760,7/16/21 16:05,800,34.55,$0.00 ,$0.00 ,1426,$0.25 ,$300.00 ,329
GOLF,Showdown,2760237877,PGA Showdown $1K Short Game [20 Entry Max] (Late Round 2),110653912,7/16/21 6:36,377,228.2,$0.00 ,$0.00 ,1189,$1.00 ,"$1,000.00 ",285
NBA,Showdown Captain Mode,2757612515,NBA Showdown $80K And-One [20 Entry Max] (PHO vs MIL),110552680,7/14/21 21:00,35583,226.5,$0.00 ,$0.00 ,95124,$1.00 ,"$80,000.00 ",23225
MLB,Showdown Captain Mode,2756880814,New Era 'Fit For Glory' Contest Series (AL vs NL),110387835,7/13/21 20:05,19129,17,$0.00 ,$0.00 ,27863,$0.00 ,"$5,000.00 ",1890
MLB,Showdown Captain Mode,2757637618,MLB Showdown $5K Quarter Jukebox [Just $0.25!] (AL vs NL) (5/5),110542019,7/13/21 20:05,15815,17,$0.00 ,$0.00 ,23781,$0.25 ,"$5,000.00 ",5705
MLB,Showdown Captain Mode,2757637329,MLB Showdown $5K Quarter Jukebox [Just $0.25!] (AL vs NL) (2/5),110542019,7/13/21 20:05,21744,7,$0.00 ,$0.00 ,23781,$0.25 ,"$5,000.00 ",5705
MLB,Showdown Captain Mode,2757637328,MLB Showdown $5K Quarter Jukebox [Just $0.25!] (AL vs NL) (1/5),110542019,7/13/21 20:05,23058,3,$0.00 ,$0.00 ,23781,$0.25 ,"$5,000.00 ",5705
MLB,Showdown Captain Mode,2757637330,MLB Showdown $5K Quarter Jukebox [Just $0.25!] (AL vs NL) (3/5),110542019,7/13/21 20:05,23058,3,$0.00 ,$0.00 ,23781,$0.25 ,"$5,000.00 ",5705
MLB,Showdown Captain Mode,2757637331,MLB Showdown $5K Quarter Jukebox [Just $0.25!] (AL vs NL) (4/5),110542019,7/13/21 20:05,23058,3,$0.00 ,$0.00 ,23781,$0.25 ,"$5,000.00 ",5705
NBA,Showdown Captain Mode,2754476512,The Tomorrow War Hoops Challenge (PHO vs MIL),110426828,7/11/21 20:00,5066,231.88,$0.00 ,$0.00 ,39252,$0.00 ,"$5,000.00 ",1890
NBA,Showdown Captain Mode,2756155825,NBA Showdown $80K And-One [20 Entry Max] (PHO vs MIL),110447907,7/11/21 20:00,11304,231.88,$2.50 ,$0.00 ,95124,$1.00 ,"$80,000.00 ",23225
MLB,Showdown Captain Mode,2755229403,MLB Showdown $300 Quarter Jukebox [Just $0.25!] (COL vs SD),110515887,7/11/21 16:10,880,30,$0.00 ,$0.00 ,1426,$0.25 ,$300.00 ,329
MLB,Tiers,2755246738,MLB Tiers $400 Quarter Jukebox [Just $0.25!] (Afternoon),110515873,7/11/21 16:05,386,61,$0.50 ,$0.00 ,1902,$0.25 ,$400.00 ,442
MLB,Classic,2755256813,MLB $1K Quarter Jukebox [Just $0.25!]  (Afternoon),110515902,7/11/21 16:05,1369,114,$0.00 ,$0.00 ,4756,$0.25 ,"$1,000.00 ",1104
MLB,Classic,2755256740,MLB $25K mini-MAX [150 Entry Max],110516051,7/11/21 13:05,16956,96.7,$0.00 ,$0.00 ,29726,$1.00 ,"$25,000.00 ",6835
MLB,Classic,2755256800,MLB $10K mini-MAX [150 Entry Max] (3/3),110516053,7/11/21 13:05,3318,134.7,$1.00 ,$0.00 ,23781,$0.50 ,"$10,000.00 ",5467
MLB,Classic,2755256799,MLB $10K mini-MAX [150 Entry Max] (2/3),110516053,7/11/21 13:05,10890,105.35,$0.00 ,$0.00 ,23781,$0.50 ,"$10,000.00 ",5467
MLB,Classic,2755256798,MLB $10K mini-MAX [150 Entry Max] (1/3),110516053,7/11/21 13:05,16526,88.35,$0.00 ,$0.00 ,23781,$0.50 ,"$10,000.00 ",5467
MLB,Tiers,2755229421,MLB Tiers $750 Quarter Jukebox [Just $0.25!] (3/4),110515845,7/11/21 13:05,834,46,$0.00 ,$0.00 ,3567,$0.25 ,$750.00 ,812
MLB,Tiers,2755229420,MLB Tiers $750 Quarter Jukebox [Just $0.25!] (2/4),110515845,7/11/21 13:05,899,45,$0.00 ,$0.00 ,3567,$0.25 ,$750.00 ,812
MLB,Tiers,2755229422,MLB Tiers $750 Quarter Jukebox [Just $0.25!] (4/4),110515845,7/11/21 13:05,970,44,$0.00 ,$0.00 ,3567,$0.25 ,$750.00 ,812
MLB,Tiers,2755229419,MLB Tiers $750 Quarter Jukebox [Just $0.25!] (1/4),110515845,7/11/21 13:05,2785,23,$0.00 ,$0.00 ,3567,$0.25 ,$750.00 ,812
MLB,Showdown Captain Mode,2755246700,MLB Showdown $300 Quarter Jukebox [Just $0.25!] (NYY vs HOU),110515872,7/11/21 14:10,1217,56.8,$0.00 ,$0.00 ,1426,$0.25 ,$300.00 ,329
MLB,Showdown Captain Mode,2755246694,MLB Showdown $400 Quarter Jukebox [Just $0.25!] (PHI vs BOS),110515854,7/11/21 13:10,478,48,$0.00 ,$0.00 ,1902,$0.25 ,$400.00 ,442
MLB,Classic,2754486858,MLB $4K mini-MAX [150 Entry Max] (1/3),110478397,7/10/21 19:15,2428,122.4,$0.00 ,$0.00 ,9512,$0.50 ,"$4,000.00 ",2172
MLB,Classic,2754486860,MLB $4K mini-MAX [150 Entry Max] (3/3),110478397,7/10/21 19:15,7979,61.1,$0.00 ,$0.00 ,9512,$0.50 ,"$4,000.00 ",2172
MLB,Classic,2754486859,MLB $4K mini-MAX [150 Entry Max] (2/3),110478397,7/10/21 19:15,8170,59.1,$0.00 ,$0.00 ,9512,$0.50 ,"$4,000.00 ",2172
MLB,Tiers,2754484917,MLB Tiers $400 Quarter Jukebox [Just $0.25!] (3/3),110478534,7/10/21 19:15,43,84,$1.00 ,$0.00 ,1902,$0.25 ,$400.00 ,442
MLB,Tiers,2754484915,MLB Tiers $400 Quarter Jukebox [Just $0.25!] (1/3),110478534,7/10/21 19:15,997,42,$0.00 ,$0.00 ,1902,$0.25 ,$400.00 ,442
MLB,Tiers,2754484916,MLB Tiers $400 Quarter Jukebox [Just $0.25!] (2/3),110478534,7/10/21 19:15,1396,29,$0.00 ,$0.00 ,1902,$0.25 ,$400.00 ,442
MLB,Classic,2755030424,MLB $1 RustyJonesNH vs. jimmykim810 (Night),110518495,7/10/21 22:10,2,117.05,$0.00 ,$0.00 ,2,$1.00 ,$1.80 ,1
MLB,Classic,2755039285,MLB $1 nbalive99 vs. jimmykim810 (Night),110518525,7/10/21 22:10,2,117.05,$0.00 ,$0.00 ,2,$1.00 ,$1.80 ,1
MLB,Showdown Captain Mode,2754495353,MLB Showdown $100 Dime Time [Just $0.10!] (COL vs SD) (1/10),110477266,7/10/21 22:10,599,54.33,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2754495354,MLB Showdown $100 Dime Time [Just $0.10!] (COL vs SD) (2/10),110477266,7/10/21 22:10,599,54.33,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2754495355,MLB Showdown $100 Dime Time [Just $0.10!] (COL vs SD) (3/10),110477266,7/10/21 22:10,599,54.33,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2754495356,MLB Showdown $100 Dime Time [Just $0.10!] (COL vs SD) (4/10),110477266,7/10/21 22:10,599,54.33,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2754495357,MLB Showdown $100 Dime Time [Just $0.10!] (COL vs SD) (5/10),110477266,7/10/21 22:10,599,54.33,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2754495358,MLB Showdown $100 Dime Time [Just $0.10!] (COL vs SD) (6/10),110477266,7/10/21 22:10,599,54.33,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2754495359,MLB Showdown $100 Dime Time [Just $0.10!] (COL vs SD) (7/10),110477266,7/10/21 22:10,599,54.33,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2754495360,MLB Showdown $100 Dime Time [Just $0.10!] (COL vs SD) (8/10),110477266,7/10/21 22:10,599,54.33,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2754495361,MLB Showdown $100 Dime Time [Just $0.10!] (COL vs SD) (9/10),110477266,7/10/21 22:10,599,54.33,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2754495362,MLB Showdown $100 Dime Time [Just $0.10!] (COL vs SD) (10/10),110477266,7/10/21 22:10,599,54.33,$0.00 ,$0.00 ,1189,$0.10 ,$100.00 ,277
MLB,Showdown Captain Mode,2754495256,MLB Showdown $400 Quarter Jukebox [Just $0.25!] (NYY vs HOU),110478542,7/10/21 19:15,1598,20.6,$0.00 ,$0.00 ,1902,$0.25 ,$400.00 ,442
MLB,Showdown Captain Mode,2754467150,MLB Showdown $400 Quarter Jukebox [Just $0.25!] (KC vs CLE),110478526,7/10/21 18:10,805,76,$0.00 ,$0.00 ,1902,$0.25 ,$400.00 ,442
MLB,Showdown Captain Mode,2754495048,MLB Showdown $400 Quarter Jukebox [Just $0.25!] (PHI vs BOS),110478518,7/10/21 16:10,1279,39.45,$0.00 ,$0.00 ,1902,$0.25 ,$400.00 ,442
MLB,Tiers,2754466221,MLB Tiers $150 Quarter Jukebox [Just $0.25!] (Early),110504993,7/10/21 16:05,518,53,$0.00 ,$0.00 ,713,$0.25 ,$150.00 ,171
MLB,Classic,2754475700,MLB $2K Quarter Jukebox [Just $0.25!] (Early),110478455,7/10/21 16:05,6390,88.7,$0.00 ,$0.00 ,9512,$0.25 ,"$2,000.00 ",2266
MLB,Classic,2751638385,MLB $2K Daily Dollar [Single Entry],110403042,7/8/21 19:05,251,122.95,$2.00 ,$0.00 ,2378,$1.00 ,"$2,000.00 ",616
MLB,Tiers,2751637492,MLB Tiers $2K Solo Shot,110404123,7/8/21 19:05,776,52,$0.00 ,$0.00 ,2378,$1.00 ,"$2,000.00 ",616
MLB,Tiers,2751647254,MLB Tiers $750 Quarter Jukebox [Just $0.25!],110404124,7/8/21 19:05,254,61,$0.67 ,$0.00 ,3567,$0.25 ,$750.00 ,812
NBA,Showdown Captain Mode,2750394692,NBA Showdown $75K And-One [20 Entry Max] (MIL vs PHO),110371233,7/8/21 21:00,4623,251,$3.00 ,$0.00 ,89179,$1.00 ,"$75,000.00 ",24076
MLB,Tiers,2751647311,MLB Tiers $400 Quarter Jukebox [Just $0.25!] (Early),110404096,7/8/21 14:10,1700,15,$0.00 ,$0.00 ,1902,$0.25 ,$400.00 ,442
MLB,Classic,2751650939,MLB $2.5K mini-MAX [150 Entry Max] (Early),110403100,7/8/21 14:10,4318,69.9,$0.00 ,$0.00 ,5945,$0.50 ,"$2,500.00 ",1190
MLB,Showdown Captain Mode,2751620056,MLB Showdown $300 Quarter Jukebox [Just $0.25!] (OAK vs HOU),110404105,7/8/21 14:10,740,53.53,$0.00 ,$0.00 ,1426,$0.25 ,$300.00 ,329
MLB,Showdown Captain Mode,2751647321,MLB Showdown $500 Quarter Jukebox [Just $0.25!] (LAD vs MIA),110404087,7/8/21 12:10,1069,69.05,$0.00 ,$0.00 ,2378,$0.25 ,$500.00 ,536
MLB,Showdown Captain Mode,2750403473,MLB Showdown $750 Quarter Jukebox [Just $0.25!] (WAS vs SD),110363180,7/7/21 22:10,117,103.5,$0.75 ,$0.00 ,3567,$0.25 ,$750.00 ,812
